objectid,parentid,title,photographer,date,date-is-approximate,description,item_information,postcard_type,subject,location,state,latitude,longitude,publisher,publisher_location,identifier,rights,source,rightsstatement,original format,type,format,language,filename,display_template,object_location,image_small,image_thumb
nwpostcards419,nwpostcards417,,,,,,,,,,,,,,,Postcard_227b,,,,,,image/jpeg,,Postcard_227b.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_227b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_227b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_227b_th.jpg
nwpostcards420,,St. John's Episcopal Church,Kyle Smith,1970,yes,"Postcard of St. John's Episcopal Church in Spokane, Washington. | St. John's Episcopal Church, Spokane, Washington.",,photographic postcards,churches; Gothic (Medieval); trees; Episcopal; photographic postcards; cathedrals (buildings),"Spokane, Washington",Washington,47.644974,-117.411163,Smith's Scenic Views,"Tacoma, WA",postcard_228,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.4375 x 3.5, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_228.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_228_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_228_th.jpg
nwpostcards421,nwpostcards420,,,,,,,,,,,,,,,Postcard_228,,,,,,image/jpeg,,Postcard_228.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_228.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_228_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_228_th.jpg
nwpostcards422,nwpostcards420,,,,,,,,,,,,,,,Postcard_228b,,,,,,image/jpeg,,Postcard_228b.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_228b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_228b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_228b_th.jpg
nwpostcards423,,"Rock Chalet, Snoqualmie Pass, Washington",Pat O'Malley,1960,yes,"Postcard of the Rock Chalet building at Snoqualmie Pass in Washington state.  |  Rock Chalet, Snoqualmie Pass, Washington. The world's largest collection of hand-carved king-sized wooden Indians can be seen at this landmark at the summit of Snoqualmie Pass on U.S. Highway No. 10, about 50 miles east of Seattle. More Indians are at the Summit Inn directly across the highway.",,photographic postcards,buildings; totem poles; trees; mountains; statues; ; photographic postcards,"Snoqualmie Pass; Kittitas County, Washington",Washington,47.421721,-121.412499,"Smith Western, Inc.","Tacoma, WA; Portland, OR",postcard_195,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.4375, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_195.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_195_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_195_th.jpg
nwpostcards424,nwpostcards423,,,,,,,,,,,,,,,postcard_195,,,,,,image/jpeg,,postcard_195.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_195.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_195_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_195_th.jpg
nwpostcards425,nwpostcards423,,,,,,,,,,,,,,,postcard_195b,,,,,,image/jpeg,,postcard_195b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_195b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_195b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_195b_th.jpg
nwpostcards426,,Cathedral of St. John the Evangelist (Episcopal),Dennis Dilley,1970,yes,"Postcard of St. John's Episcopal Church in Spokane, Washington. | The Cathedral of St. John the Evangelist (Episcopal) Spokane, Washington. One of America's fine examples of Gothic architecture, constructed in 1927-1954.",,photographic postcards,churches; Gothic (Medieval); trees; Episcopal; photographic postcards; cathedrals (buildings),"Spokane, Washington",Washington,47.644639,-117.410892,"Smith Western, Inc.","Tacoma, WA; Portland, OR",postcard_229,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.375, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_229.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_229_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_229_th.jpg
nwpostcards427,nwpostcards426,,,,,,,,,,,,,,,Postcard_229,,,,,,image/jpeg,,Postcard_229.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_229.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_229_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_229_th.jpg
nwpostcards428,nwpostcards426,,,,,,,,,,,,,,,Postcard_229b,,,,,,image/jpeg,,Postcard_229b.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_229b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_229b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_229b_th.jpg
nwpostcards429,,Main Entrance Expo '74,,1974,yes,"Postcard of the entrance to expo'74, the World's Fair in Spokane, Washington in 1974.  | The main entrance to Expo '74, the only major international exposition in the United States during the 1970's bicentennial decade. ""Celebrating tomorrow's fresh new environment."" Glistening islands and riverbanks of the Spokane River, open spaces with colorful plazas, dancing fountains, gardens and greenery, and many worldwide pavilions and exhibits. All created to illustrate that Man can live, work and play in harmony with his environment. Official Expo '74 World's Fair Card.",,photographic postcards,fair buildings; fairgrounds; fairs; world's fairs; tents (portable buildings); clock towers (towers); photographic postcards; flags; flagpoles; men; women; automobiles; rivers; mountains; trees,"Spokane, Washington",Washington,47.660177,-117.42208,Mike Roberts,"Berkeley, CA",postcard_230,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4 x 6, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_230.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_230_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_230_th.jpg
nwpostcards430,nwpostcards429,,,,,,,,,,,,,,,Postcard_230,,,,,,image/jpeg,,Postcard_230.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_230.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_230_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_230_th.jpg
nwpostcards431,nwpostcards429,,,,,,,,,,,,,,,Postcard_230b,,,,,,image/jpeg,,Postcard_230b.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_230b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_230b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_230b_th.jpg
nwpostcards432,,Clock Tower and Circus Pavilion in the Riverfront Park,Will Hawkins,1974,yes,"Postcard of the clock tower and circus pavilion in the Riverfront Park area of Spokane, Washington. | The Clock Tower and Circus Pavilion in the Riverfront Park. Photo: Will Hawkins. These two structures are the focal points of this delightful city park along the Spokane River in downtown Spokane, Washington, as they were during the World's Fair. Beautiful floral plantings grace the walkways; and gentle, grass covered slopes enhance the atmosphere. Many ducks and seagulls feed on the river and readily accept handouts from sympathetic visitors. The Great Northern Clock Tower is the last remnant of the railroad depot and maze of tracks once occupying this site.",,photographic postcards,fairgrounds; clock towers (towers); photographic postcards; children; rivers; flowers; men; women; Aves (class),"Spokane, Washington",Washington,47.660762,-117.419746,Ross Hall Scenics,"Sandpoint, ID",postcard_231,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4 x 5.875, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_231.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_231_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_231_th.jpg
nwpostcards433,nwpostcards432,,,,,,,,,,,,,,,Postcard_231,,,,,,image/jpeg,,Postcard_231.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_231.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_231_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_231_th.jpg
nwpostcards434,nwpostcards432,,,,,,,,,,,,,,,Postcard_231b,,,,,,image/jpeg,,Postcard_231b.jpg,image,https://objects.lib.uidaho.edu/postcards/Postcard_231b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_231b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_231b_th.jpg
nwpostcards435,,Noll Aduitorium [Bryan Hall],,1915,yes,"Photographic postcard of Bryan Hall on the Washington State University campus (mislabeled ""Noll Aduitorium"") . Card is damaged and held together with tape.","written message ; postage applied; Postmark: 11/3/1915, Pullman, WA; Destination: Terell, TX",photographic postcards,auditoriums; universities (buildings); clock towers (towers); photographic postcards,"Pullman, Washington; Washington State University",Washington,46.731643,-117.165625,Patton Post Card Co.,"Salem, OR",postcard_023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Black and white",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_023.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_023_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_023_th.jpg
nwpostcards436,nwpostcards435,,,,,,,,,,,,,,,postcard_023,,,,,,image/jpeg,,postcard_023.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_023.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_023_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_023_th.jpg
nwpostcards437,nwpostcards435,,,,,,,,,,,,,,,postcard_023b,,,,,,image/jpeg,,postcard_023b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_023b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_023b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_023b_th.jpg
nwpostcards438,,"Snoqualmie Falls Lodge and Vista Point, Washington",Bernie McNeil,1960,yes,"Postcard of Snoqualmie Falls with lookout points in Washington state.  | Snoqualmie Falls Lodge and Vista Point, Washington. The combination of a world-famous dining place over-looking a 268-foot high waterfall is one of the major tourist attractions.",,photographic postcards,overlooks; trees; buildings; mountains; waterfalls (natural bodies of water); photographic postcards,"Snoqualmie Pass; Kittitas County, Washington",Washington,47.544191,-121.839568,"Smith Western, Inc.","Tacoma, WA; Portland, OR",postcard_196,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"6 x 3.9375, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_196.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_196_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_196_th.jpg
nwpostcards439,nwpostcards438,,,,,,,,,,,,,,,postcard_196,,,,,,image/jpeg,,postcard_196.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_196.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_196_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_196_th.jpg
nwpostcards440,nwpostcards438,,,,,,,,,,,,,,,postcard_196b,,,,,,image/jpeg,,postcard_196b.jpg,image,https://objects.lib.uidaho.edu/postcards/postcard_196b.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_196b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_196b_th.jpg
nwpostcards441,,Chuckanut Gardens,Pat O'Malley,1960,yes,"Postcard of a garden near Alger, Washington. | Chuckanut Gardens, Near Alger, Washington. Located 15 miles north of Mt. Vernon and 15 miles south of Bellingham on Interstate Hiway #5. These beautiful gardens are a continuous outdoor exhibit of flowering bulbs from early Spring until late Fall. Camera fans and flower lovers have a feast as the season provides endless changes of colors.",,photographic postcards,trees; flowers; gardens; paths; photographic postcards,"Alger, Washington",Washington,48.621297,-122.344749,"Smith Western, Inc.","Tacoma, WA; Portland, OR",postcard_197,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/postcard_197.jpg,https://objects.lib.uidaho.edu/postcards/small/postcard_197_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/postcard_197_th.jpg
